1	Es	_	es	_	PPER	_	case=nom|number=sg|gender=neut|person=3	-1	2	_	SB	_	_
2	war	_	sein	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
3	einmal	_	einmal	_	ADV	_	_	-1	2	_	MO	_	_
4	ein	_	ein	_	ART	_	case=nom|number=sg|gender=masc	-1	5	_	NK	_	_
5	Elefant	_	elefant	_	NN	_	case=nom|number=sg|gender=masc	-1	2	_	PD	_	_
6	,	_	--	_	$,	_	_	-1	5	_	--	_	_
7	der	_	der	_	PRELS	_	case=nom|number=sg|gender=masc	-1	8	_	SB	_	_
8	wurde	_	werden	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	5	_	RC	_	_
9	jeden	_	jeder	_	PIAT	_	case=acc|number=sg|gender=masc	-1	10	_	NK	_	_
10	Tag	_	tag	_	NN	_	case=acc|number=sg|gender=masc	-1	16	_	MO	_	_
11	über	_	über	_	APPR	_	_	-1	10	_	MNR	_	_
12	die	_	der	_	ART	_	case=acc|number=sg|gender=fem	-1	13	_	NK	_	_
13	Straße	_	straße	_	NN	_	case=acc|number=sg|gender=fem	-1	11	_	NK	_	_
14	zum	_	zu	_	APPRART	_	case=dat|number=sg|gender=neut	-1	16	_	MO	_	_
15	Brunnen	_	brunnen	_	NN	_	case=dat|number=sg|gender=neut	-1	14	_	NK	_	_
16	geführt	_	führen	_	VVPP	_	_	-1	8	_	OC	_	_
17	.	_	--	_	$.	_	_	-1	16	_	--	_	_

1	Dabei	_	dabei	_	PROAV	_	_	-1	2	_	MO	_	_
2	kam	_	kommen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
3	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	2	_	SB	_	_
4	an	_	an	_	APPR	_	_	-1	2	_	MO	_	_
5	der	_	der	_	ART	_	case=dat|number=sg|gender=fem	-1	6	_	NK	_	_
6	Wohnung	_	wohnung	_	NN	_	case=dat|number=sg|gender=fem	-1	4	_	NK	_	_
7	eines	_	ein	_	ART	_	case=gen|number=sg|gender=neut	-1	8	_	NK	_	_
8	Schneiders	_	schneider	_	NN	_	case=gen|number=sg|gender=neut	-1	6	_	AG	_	_
9	vorbei	_	vorbei	_	PTKVZ	_	_	-1	2	_	SVP	_	_
10	,	_	--	_	$,	_	_	-1	9	_	--	_	_
11	der	_	der	_	PRELS	_	case=nom|number=sg|gender=masc	-1	16	_	SB	_	_
12	meist	_	meist	_	ADV	_	_	-1	16	_	MO	_	_
13	am	_	an	_	APPRART	_	case=dat|number=sg|gender=masc	-1	16	_	MO	_	_
14	offenen	_	offen	_	ADJA	_	case=dat|number=sg|gender=masc|degree=pos	-1	15	_	NK	_	_
15	Fenster	_	fenster	_	NN	_	case=dat|number=sg|gender=masc	-1	13	_	NK	_	_
16	saß	_	sitzen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	8	_	RC	_	_
17	und	_	und	_	KON	_	_	-1	16	_	CD	_	_
18	arbeitete	_	arbeiten	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	17	_	CJ	_	_
19	.	_	--	_	$.	_	_	-1	18	_	--	_	_

1	Der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	2	_	NK	_	_
2	Schneider	_	schneider	_	NE	_	case=nom|number=sg|gender=masc	-1	3	_	SB	_	_
3	hatte	_	haben	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
4	immer	_	immer	_	ADV	_	_	-1	3	_	MO	_	_
5	einen	_	ein	_	ART	_	case=acc|number=sg|gender=masc	-1	6	_	NK	_	_
6	Apfel	_	apfel	_	NN	_	case=acc|number=sg|gender=masc	-1	3	_	OA	_	_
7	bereit	_	bereit	_	ADJD	_	degree=pos	-1	3	_	SVP	_	_
8	,	_	--	_	$,	_	_	-1	7	_	--	_	_
9	den	_	der	_	PRELS	_	case=acc|number=sg|gender=masc	-1	13	_	OA	_	_
10	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	13	_	SB	_	_
11	dem	_	der	_	ART	_	case=dat|number=sg|gender=masc	-1	12	_	NK	_	_
12	Elefanten	_	elefant	_	NN	_	case=dat|number=sg|gender=masc	-1	13	_	DA	_	_
13	schenkte	_	schenken	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	6	_	RC	_	_
14	.	_	--	_	$.	_	_	-1	13	_	--	_	_

1	Daran	_	daran	_	PROAV	_	_	-1	7	_	OP	_	_
2	war	_	sein	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
3	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	4	_	NK	_	_
4	Elefant	_	elefant	_	NN	_	case=nom|number=sg|gender=masc	-1	2	_	SB	_	_
5	sehr	_	sehr	_	ADV	_	_	-1	6	_	MO	_	_
6	bald	_	bald	_	ADV	_	_	-1	7	_	MO	_	_
7	gewöhnt	_	gewöhnen	_	VVPP	_	_	-1	2	_	OC	_	_
8	.	_	--	_	$.	_	_	-1	7	_	--	_	_

1	Wenn	_	wenn	_	KOUS	_	_	-1	4	_	CP	_	_
2	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	4	_	SB	_	_
3	vorbei	_	vorbei	_	ADV	_	_	-1	4	_	MO	_	_
4	kam	_	kommen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	6	_	MO	_	_
5	,	_	--	_	$,	_	_	-1	4	_	--	_	_
6	streckte	_	strecken	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
7	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	6	_	SB	_	_
8	ganz	_	ganz	_	ADV	_	_	-1	6	_	MO	_	_
9	von	_	von	_	APPR	_	_	-1	21	_	MO	_	_
10	selbst	_	selbst	_	ADV	_	_	-1	9	_	NK	_	_
11	seinen	_	sein	_	PPOSAT	_	case=acc|number=sg|gender=masc	-1	13	_	NK	_	_
12	langen	_	lang	_	ADJA	_	case=acc|number=sg|gender=masc|degree=pos	-1	13	_	NK	_	_
13	Rüssel	_	rüssel	_	NN	_	case=acc|number=sg|gender=masc	-1	21	_	OA	_	_
14	durch	_	durch	_	APPR	_	_	-1	21	_	MO	_	_
15	das	_	der	_	ART	_	case=acc|number=sg|gender=neut	-1	16	_	NK	_	_
16	Fenster	_	fenster	_	NN	_	case=acc|number=sg|gender=neut	-1	14	_	NK	_	_
17	um	_	um	_	APPR	_	_	-1	16	_	MNR	_	_
18	den	_	der	_	ART	_	case=acc|number=sg|gender=masc	-1	19	_	NK	_	_
19	Leckerbissen	_	leckerbissen	_	NN	_	case=acc|number=sg|gender=masc	-1	17	_	NK	_	_
20	zu	_	zu	_	PTKZU	_	_	-1	21	_	PM	_	_
21	erhalten	_	erhalten	_	VVINF	_	_	-1	6	_	OC	_	_
22	.	_	--	_	$.	_	_	-1	21	_	--	_	_

1	Eines	_	ein	_	ART	_	case=gen|number=sg|gender=masc	-1	2	_	NK	_	_
2	Tages	_	tag	_	NN	_	case=gen|number=sg|gender=masc	-1	8	_	MO	_	_
3	aber	_	aber	_	ADV	_	_	-1	8	_	MO	_	_
4	war	_	sein	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
5	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	6	_	NK	_	_
6	Schneider	_	schneider	_	NN	_	case=nom|number=sg|gender=masc	-1	4	_	SB	_	_
7	schlecht	_	schlecht	_	ADJD	_	degree=pos	-1	8	_	MO	_	_
8	gelaunt	_	gelaunt	_	VVPP	_	_	-1	4	_	PD	_	_
9	.	_	--	_	$.	_	_	-1	8	_	--	_	_

1	Als	_	als	_	KOUS	_	_	-1	8	_	CP	_	_
2	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	3	_	NK	_	_
3	Elefant	_	elefant	_	NN	_	case=nom|number=sg|gender=masc	-1	8	_	SB	_	_
4	seinen	_	sein	_	PPOSAT	_	case=acc|number=sg|gender=masc	-1	5	_	NK	_	_
5	Rüssel	_	rüssel	_	NN	_	case=acc|number=sg|gender=masc	-1	8	_	OA	_	_
6	zum	_	zu	_	APPRART	_	case=dat|number=sg|gender=masc	-1	8	_	MO	_	_
7	Fenster	_	fenster	_	NN	_	case=dat|number=sg|gender=masc	-1	6	_	NK	_	_
8	hereinstreckte	_	hereinstrecken	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	10	_	MO	_	_
9	,	_	--	_	$,	_	_	-1	8	_	--	_	_
10	stach	_	stach	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
11	ihn	_	ihn	_	PPER	_	case=acc|number=sg|gender=masc|person=3	-1	10	_	OA	_	_
12	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	13	_	NK	_	_
13	Schneider	_	schneider	_	NN	_	case=nom|number=sg|gender=masc	-1	10	_	SB	_	_
14	mit	_	mit	_	APPR	_	_	-1	10	_	MO	_	_
15	der	_	der	_	ART	_	case=dat|number=sg|gender=fem	-1	16	_	NK	_	_
16	Nadel	_	nadel	_	NN	_	case=dat|number=sg|gender=fem	-1	14	_	NK	_	_
17	in	_	in	_	APPR	_	_	-1	16	_	MNR	_	_
18	den	_	der	_	ART	_	case=acc|number=sg|gender=masc	-1	19	_	NK	_	_
19	Rüssel	_	rüssel	_	NN	_	case=acc|number=sg|gender=masc	-1	17	_	NK	_	_
20	und	_	und	_	KON	_	_	-1	10	_	CD	_	_
21	sagte	_	sagen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	20	_	CJ	_	_
22	,	_	--	_	$,	_	_	-1	21	_	--	_	_
23	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	24	_	SB	_	_
24	solle	_	sollen	_	VMFIN	_	number=sg|person=3|tense=pres|mood=subj	-1	21	_	OC	_	_
25	gehen	_	gehen	_	VVINF	_	_	-1	24	_	OC	_	_
26	,	_	--	_	$,	_	_	-1	25	_	--	_	_
27	heute	_	heute	_	ADV	_	_	-1	28	_	MO	_	_
28	habe	_	haben	_	VAFIN	_	number=sg|person=3|tense=pres|mood=subj	-1	25	_	MO	_	_
29	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	28	_	SB	_	_
30	nichts	_	nichts	_	PIS	_	case=*|number=*|gender=neut	-1	28	_	OA	_	_
31	für	_	für	_	APPR	_	_	-1	28	_	MO	_	_
32	ihn	_	ihn	_	PPER	_	case=acc|number=sg|gender=masc|person=3	-1	31	_	NK	_	_
33	.	_	--	_	$.	_	_	-1	32	_	--	_	_

1	Da	_	da	_	ADV	_	_	-1	2	_	MO	_	_
2	zog	_	ziehen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
3	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	4	_	NK	_	_
4	Elefant	_	elefant	_	NN	_	case=nom|number=sg|gender=masc	-1	2	_	SB	_	_
5	seinen	_	sein	_	PPOSAT	_	case=acc|number=sg|gender=masc	-1	6	_	NK	_	_
6	Rüssel	_	rüssel	_	NN	_	case=acc|number=sg|gender=masc	-1	2	_	OA	_	_
7	zurück	_	zurück	_	PTKVZ	_	_	-1	2	_	SVP	_	_
8	und	_	und	_	KON	_	_	-1	2	_	CD	_	_
9	ging	_	gehen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	8	_	CJ	_	_
10	ruhig	_	ruhig	_	ADJD	_	degree=pos	-1	9	_	MO	_	_
11	weiter	_	weiter	_	PTKVZ	_	_	-1	9	_	SVP	_	_
12	,	_	--	_	$,	_	_	-1	11	_	--	_	_
13	als	_	als	_	KOKOM	_	_	-1	17	_	CM	_	_
14	ob	_	ob	_	KOUS	_	_	-1	17	_	CP	_	_
15	nichts	_	nichts	_	PIS	_	case=*|number=*|gender=neut	-1	17	_	SB	_	_
16	geschehen	_	geschehen	_	VVPP	_	_	-1	17	_	OC	_	_
17	wäre	_	sein	_	VAFIN	_	number=sg|person=3|tense=past|mood=subj	-1	9	_	MO	_	_
18	.	_	--	_	$.	_	_	-1	17	_	--	_	_

1	Am	_	an	_	APPRART	_	case=dat|number=sg|gender=masc	-1	4	_	MO	_	_
2	Brunnen	_	brunnen	_	NN	_	case=dat|number=sg|gender=masc	-1	1	_	NK	_	_
3	aber	_	aber	_	ADV	_	_	-1	4	_	MO	_	_
4	nahm	_	nehmen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
5	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	4	_	SB	_	_
6	,	_	--	_	$,	_	_	-1	5	_	--	_	_
7	nachdem	_	nachdem	_	KOUS	_	_	-1	12	_	CP	_	_
8	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	12	_	SB	_	_
9	sich	_	sich	_	PRF	_	case=acc|number=sg|person=3	-1	11	_	OA	_	_
10	satt	_	satt	_	ADJD	_	degree=pos	-1	11	_	MO	_	_
11	getrunken	_	trinken	_	VVPP	_	_	-1	12	_	OC	_	_
12	hatte	_	haben	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	4	_	MO	_	_
13	,	_	--	_	$,	_	_	-1	12	_	--	_	_
14	noch	_	noch	_	ADV	_	_	-1	16	_	MO	_	_
15	einen	_	ein	_	ART	_	case=acc|number=sg|gender=masc	-1	16	_	NK	_	_
16	Rüssel	_	rüssel	_	NN	_	case=acc|number=sg|gender=masc	-1	4	_	CJ	_	_
17	voll	_	voll	_	APPR	_	_	-1	16	_	MNR	_	_
18	Wasser	_	wasser	_	NN	_	case=dat|number=sg|gender=neut	-1	17	_	NK	_	_
19	mit	_	mit	_	PTKVZ	_	_	-1	4	_	SVP	_	_
20	.	_	--	_	$.	_	_	-1	19	_	--	_	_

1	Als	_	als	_	KOUS	_	_	-1	9	_	CP	_	_
2	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	9	_	SB	_	_
3	nun	_	nun	_	ADV	_	_	-1	9	_	MO	_	_
4	an	_	an	_	APPR	_	_	-1	9	_	MO	_	_
5	das	_	der	_	ART	_	case=acc|number=sg|gender=neut	-1	6	_	NK	_	_
6	Haus	_	haus	_	NN	_	case=acc|number=sg|gender=neut	-1	4	_	NK	_	_
7	des	_	der	_	ART	_	case=gen|number=sg|gender=neut	-1	8	_	NK	_	_
8	Schneiders	_	schneider	_	NN	_	case=gen|number=sg|gender=neut	-1	6	_	AG	_	_
9	kam	_	kommen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	11	_	MO	_	_
10	,	_	--	_	$,	_	_	-1	9	_	--	_	_
11	streckte	_	strecken	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
12	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	11	_	SB	_	_
13	seinen	_	sein	_	PPOSAT	_	case=acc|number=sg|gender=masc	-1	14	_	NK	_	_
14	Kopf	_	kopf	_	NN	_	case=acc|number=sg|gender=masc	-1	11	_	OA	_	_
15	zum	_	zu	_	APPRART	_	case=dat|number=sg|gender=masc	-1	14	_	MNR	_	_
16	Fenster	_	fenster	_	NN	_	case=dat|number=sg|gender=masc	-1	15	_	NK	_	_
17	hinein	_	hinein	_	PTKVZ	_	_	-1	11	_	SVP	_	_
18	und	_	und	_	KON	_	_	-1	11	_	CD	_	_
19	bespritzte	_	bespritzen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	18	_	CJ	_	_
20	den	_	der	_	ART	_	case=acc|number=sg|gender=masc	-1	21	_	NK	_	_
21	Schneider	_	schneider	_	NN	_	case=acc|number=sg|gender=masc	-1	19	_	OA	_	_
22	über	_	über	_	PTKVZ	_	_	-1	19	_	MO	_	_
23	und	_	und	_	KON	_	_	-1	22	_	CD	_	_
24	über	_	über	_	APPR	_	_	-1	23	_	CJ	_	_
25	mit	_	mit	_	APPR	_	_	-1	19	_	MO	_	_
26	Wasser	_	wasser	_	NN	_	case=dat|number=sg|gender=neut	-1	25	_	NK	_	_
27	,	_	--	_	$,	_	_	-1	26	_	--	_	_
28	so	_	so	_	ADV	_	_	-1	35	_	MO	_	_
29	dass	_	dass	_	KOUS	_	_	-1	35	_	CP	_	_
30	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	31	_	NK	_	_
31	Schneider	_	schneider	_	NN	_	case=nom|number=sg|gender=masc	-1	35	_	SB	_	_
32	im	_	in	_	APPRART	_	case=dat|number=sg|gender=masc	-1	31	_	MNR	_	_
33	ersten	_	erster	_	ADJA	_	case=dat|number=sg|gender=masc|degree=pos	-1	34	_	NK	_	_
34	Augenblick	_	augenblick	_	NN	_	case=dat|number=sg|gender=masc	-1	32	_	NK	_	_
35	meinte	_	meinen	_	VVFIN	_	number=sg|person=3|tense=past|mood=ind	-1	19	_	MO	_	_
36	,	_	--	_	$,	_	_	-1	35	_	--	_	_
37	er	_	er	_	PPER	_	case=nom|number=sg|gender=masc|person=3	-1	38	_	SB	_	_
38	müsse	_	müssen	_	VMFIN	_	number=sg|person=3|tense=pres|mood=subj	-1	28	_	RE	_	_
39	ertrinken	_	ertrinken	_	VVINF	_	_	-1	38	_	OC	_	_
40	.	_	--	_	$.	_	_	-1	39	_	--	_	_

1	Außerdem	_	außerdem	_	PROAV	_	_	-1	9	_	MO	_	_
2	wurde	_	werden	_	VAFIN	_	number=sg|person=3|tense=past|mood=ind	-1	0	_	--	_	_
3	der	_	der	_	ART	_	case=nom|number=sg|gender=masc	-1	5	_	NK	_	_
4	arme	_	arm	_	ADJA	_	case=nom|number=sg|gender=masc|degree=pos	-1	5	_	NK	_	_
5	Schneider	_	schneider	_	NN	_	case=nom|number=sg|gender=masc	-1	2	_	SB	_	_
6	von	_	von	_	APPR	_	_	-1	9	_	SBP	_	_
7	allen	_	aller	_	PIAT	_	case=dat|number=pl|gender=*	-1	8	_	NK	_	_
8	Leuten	_	leute	_	NN	_	case=dat|number=pl|gender=*	-1	6	_	NK	_	_
9	ausgelacht	_	auslachen	_	VVPP	_	_	-1	2	_	OC	_	_
10	,	_	--	_	$,	_	_	-1	9	_	--	_	_
11	die	_	der	_	PRELS	_	case=nom|number=pl|gender=*	-1	13	_	SB	_	_
12	es	_	es	_	PPER	_	case=acc|number=sg|gender=neut|person=3	-1	13	_	OA	_	_
13	sahen	_	sehen	_	VVFIN	_	number=pl|person=3|tense=past|mood=ind	-1	8	_	RC	_	_
14	und	_	und	_	KON	_	_	-1	13	_	CD	_	_
15	hörten	_	hören	_	VVFIN	_	number=pl|person=3|tense=past|mood=ind	-1	14	_	CJ	_	_
16	.	_	--	_	$.	_	_	-1	15	_	--	_	_

